BD-10-head	BD-9-head	KD-8-head	KD-6-head	BD-10-tumor	BD-09-tumor	KD-8-tumor	KD-6-tumor
28	19	24	33	19	18	30	38
28	24	33	29	35	45	58	62
32	27	34	35	35	48	64	69
33	27	34	35	35	48	64	69
28	24	33	29	35	45	58	62
28	24	33	29	35	45	58	62
28	24	33	29	35	45	58	62
34	27	34	35	35	48	64	69
209	102	134	164	223	180	181	183
6	5	6	6	6	2	6	11
178	103	169	196	177	168	162	200
75	48	68	64	36	77	58	61
132	119	142	124	114	134	124	139
175	123	164	165	161	140	190	214
40	26	33	36	46	27	20	34
22	5	16	23	32	29	38	25
468	365	437	464	515	403	323	436
17	14	9	30	21	13	13	17
363	204	284	325	350	344	246	285
179	175	211	180	196	175	112	177
179	175	211	180	196	175	112	177
24	14	31	35	32	26	23	31
24	14	31	35	32	26	23	31
54	45	74	74	66	68	80	68
86	56	78	101	87	78	55	79
32	26	28	47	55	23	52	42
79	31	69	93	97	58	38	81
39	16	29	34	24	31	37	27
41	16	30	35	28	33	37	37
38	37	51	52	76	35	52	59
9	4	10	3	9	7	7	7
9	4	10	3	9	7	7	7
83	37	53	76	61	67	80	43
359	239	269	373	345	246	238	281
149	87	83	118	107	93	80	113
11	5	11	7	8	7	5	4
38	32	28	34	47	42	42	64
185	99	153	150	134	141	118	153
94	39	63	74	70	48	53	63
12	11	24	42	20	25	19	20
23	13	39	18	27	15	13	17
46	36	57	48	52	49	58	45
70	49	80	91	77	73	51	70
18	8	21	22	13	11	21	14
20	18	26	25	25	21	8	26
20	18	26	25	25	21	8	26
20	18	26	25	25	21	8	26
46	28	23	42	43	17	31	24
